time,absoluteSensor2.r[2],absoluteSensor.r[2]
1075.2,0.955353357,0.726078002
1075.8,0.954290763,0.764359325
1076.4,0.95321197,0.799317993
1077,0.95211648,0.83044235
1077.6,0.951003844,0.857266321
1078.2,0.949873689,0.879403157
1078.8,0.948725717,0.896537916
1079.4,0.947559669,0.908395648
1080,0.946375378,0.914793822
1080.6,0.945172788,0.915660541
1081.2,0.943951896,0.910977135
1081.8,0.942712732,0.900755332
1082.4,0.941455497,0.885181491
1083,0.940180457,0.864503869
1083.6,0.938887831,0.838924
1084.2,0.937578052,0.808859937
1084.8,0.936251597,0.774769054
1085.4,0.934908918,0.737088694
1086,0.933550566,0.696349254
1086.6,0.932177178,0.653172883
1087.2,0.930789387,0.608173443
1087.8,0.929387799,0.561940124
1088.4,0.927973137,0.515175319
1089,0.926546101,0.46856383
1089.6,0.925107319,0.42271285
1090.2,0.923657492,0.378305752
1090.8,0.922197279,0.33598236
1091.4,0.920727285,0.296329355
1092,0.919248088,0.259905579
1092.6,0.917760225,0.227227314
1093.2,0.916264175,0.198755593
1093.8,0.914760363,0.174894857
1094.4,0.913249127,0.155962623
1095,0.911730732,0.142205775
1095.6,0.910205429,0.133853833
1096.2,0.908673312,0.130979801
1096.8,0.907134402,0.133585199
1097.4,0.905588716,0.141665696
1098,0.904036134,0.155079867
1098.6,0.90247643,0.173581538
1099.2,0.900909355,0.196898305
1099.8,0.899334623,0.224724638
1100.4,0.897751786,0.256590924
1101,0.896160369,0.291997702
1101.6,0.894559948,0.330501771
1102.2,0.89294992,0.371476286
1102.8,0.891329672,0.414285601
1103.4,0.889698647,0.45835093
1104,0.888056203,0.503007225
1104.6,0.886401677,0.547567624
1105.2,0.88473444,0.591381531
1105.8,0.883053895,0.633827252
1106.4,0.881359414,0.674254036
1107,0.879650417,0.712058614
1107.6,0.877926385,0.746697474
1108.2,0.876186821,0.777650026
1108.8,0.874431293,0.804460891
1109.4,0.872659412,0.826715087
1110,0.870870874,0.844086229
1110.6,0.869065456,0.856326394
1111.2,0.867242982,0.863234086
1111.8,0.865403344,0.864676971
1112.4,0.863546566,0.860655203
1113,0.861672734,0.851228021
1113.6,0.85978193,0.836453901
1114.2,0.857874431,0.81658321
1114.8,0.855950569,0.791923778
1115.4,0.854010637,0.762741308
1116,0.852055102,0.72947903
1116.6,0.850084492,0.692638434
1117.2,0.848099328,0.652714443
1117.8,0.846100168,0.610239094
1118.4,0.844087684,0.565857492
1119,0.84206254,0.520208194
1119.6,0.840025348,0.473875594
1120.2,0.83797683,0.427555823
1120.8,0.835917686,0.381921803
1121.4,0.833848542,0.337573065
1122,0.831770071,0.295153624
1122.6,0.829682902,0.25526736
1123.2,0.827587619,0.218469991
1123.8,0.825484759,0.18527024
1124.4,0.823374811,0.156129463
1125,0.821258204,0.131448991
1125.6,0.819135321,0.111583964
1126.2,0.81700644,0.096783519
1126.8,0.814871763,0.087221622
1127.4,0.812731495,0.083073698
1128,0.810585669,0.084345002
1128.6,0.808434251,0.090972317
1129.2,0.806277186,0.102870612
1129.8,0.804114326,0.119863178
1130.4,0.801945391,0.141640982
1131,0.799770071,0.167862901
1131.6,0.797588061,0.198195357
1132.2,0.795398878,0.232125443
